Record ID#,Property Name,Floorplan Name,Unit Beds,Unit Baths,Unit Type,Unit Square Footage,Total Units,Total Beds,Excluded Beds,Total Beds Accounted For,"# of Signed New Leases, Current Term","# of Signed Renewals, Current Term","# of Signed Leases, Current Term",Beds Remaining,Budget Installment Amount,Total Budgeted Premiums,Add Pricing Tier
265,1047 Commonwealth Avenue,Not Selected,,,0 x 0,,,,0,,,,,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=265&z=9tz
15,1047 Commonwealth Avenue,S1,0,1,0 x 1,,25,25,0,,14,12,26,-1,"$1,850",,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=15&z=9tz
16,1047 Commonwealth Avenue,S10,0,1,0 x 1,,4,4,0,,,2,2,2,"$3,200",,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=16&z=9tz
17,1047 Commonwealth Avenue,S11,0,1,0 x 1,,24,24,0,,8,13,21,3,"$1,012",,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=17&z=9tz
18,1047 Commonwealth Avenue,S2,0,1,0 x 1,,11,12,0,,6,6,12,0,"$1,950",,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=18&z=9tz
19,1047 Commonwealth Avenue,S3,0,1,0 x 1,,51,51,0,,17,17,34,17,"$2,000",,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=19&z=9tz
20,1047 Commonwealth Avenue,S4,0,1,0 x 1,,9,8,0,,4,5,9,-1,"$2,050",,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=20&z=9tz
21,1047 Commonwealth Avenue,S5,0,1,0 x 1,,10,10,0,,6,4,10,0,"$2,100",,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=21&z=9tz
22,1047 Commonwealth Avenue,S6,0,1,0 x 1,,28,29,0,,22,11,33,-4,"$2,300",,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=22&z=9tz
23,1047 Commonwealth Avenue,S7,0,1,0 x 1,,5,4,0,,2,2,4,0,"$2,300",,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=23&z=9tz
24,1047 Commonwealth Avenue,S8,0,1,0 x 1,,11,11,0,,1,4,5,6,"$2,650",,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=24&z=9tz
25,1047 Commonwealth Avenue,S9,0,1,0 x 1,,5,5,0,,4,,4,1,"$2,950",,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=25&z=9tz
46,Academy 65,A1,1,1,1 x 1,,10,10,0,,5,9,14,-4,"$1,665",,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=46&z=9tz
47,Academy 65,B1,2,2,2 x 2,,15,21,0,,13,8,21,0,$900,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=47&z=9tz
341,Academy 65,B1 Semi-Shared,,,0 x 0,,,21,,,15,5,20,1,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=341&z=9tz
343,Academy 65,C1 Study,,,0 x 0,,,3,,,4,,4,-1,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=343&z=9tz
342,Academy 65,D1 Balcony,,,0 x 0,,,40,,,17,7,24,16,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=342&z=9tz
51,Academy 65,D2,4,4,4 x 4,,16,64,0,,27,29,56,8,$950,$960,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=51&z=9tz
52,Academy 65,D3,4,4,4 x 4,,28,20,0,,9,11,20,0,$830,$840,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=52&z=9tz
344,Academy 65,D3 Semi-Shared,,,0 x 0,,,120,,,27,65,92,28,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=344&z=9tz
269,Academy 65,Not Selected,,,0 x 0,,,,0,,,,,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=269&z=9tz
53,Academy 65,S1,0,1,0 x 1,,5,5,0,,2,5,7,-2,"$1,415",,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=53&z=9tz
54,Academy 65,S2,0,1,0 x 1,,5,5,0,,2,5,7,-2,"$1,435",,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=54&z=9tz
48,Academy 65,xOLD - B2,2,2,2 x 2,,,,,,,,,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=48&z=9tz
49,Academy 65,xOLD - C1,3,2.5,3 x 2.5,,,,,,,,,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=49&z=9tz
50,Academy 65,xOLD - D1,4,2,4 x 2,,,,,,,,,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=50&z=9tz
55,Academy Lincoln,B1,2,2,2 x 2,,15,30,0,,17,15,32,-2,$805,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=55&z=9tz
56,Academy Lincoln,B2,2,2,2 x 2,,19,38,0,,21,19,40,-2,$830,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=56&z=9tz
57,Academy Lincoln,B3 Townhome,2,2,2 x 2,,7,14,0,,5,9,14,0,$880,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=57&z=9tz
58,Academy Lincoln,C1,3,3,3 x 3,,9,42,0,,33,7,40,2,$735,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=58&z=9tz
60,Academy Lincoln,D1,4,4,4 x 4,,92,472,0,,303,186,489,-17,$655,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=60&z=9tz
62,Academy Lincoln,D2,4,4,4 x 4,,9,36,0,,23,13,36,0,$755,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=62&z=9tz
270,Academy Lincoln,Not Selected,,,0 x 0,,,,0,,,,,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=270&z=9tz
59,Academy Lincoln,xOLD - C1 Balcony,3,3,3 x 3,,,,0,,,,,0,$785,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=59&z=9tz
61,Academy Lincoln,xOLD - D1 Balcony,4,4,4 x 4,,,,0,,,,,0,$675,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=61&z=9tz
345,ANOVA uCity Square,A1,,,0 x 0,,,6,,,3,2,5,1,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=345&z=9tz
346,ANOVA uCity Square,A2,,,0 x 0,,,17,,,13,4,17,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=346&z=9tz
347,ANOVA uCity Square,A3,,,0 x 0,,,10,,,6,3,9,1,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=347&z=9tz
348,ANOVA uCity Square,A4,,,0 x 0,,,20,,,12,8,20,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=348&z=9tz
349,ANOVA uCity Square,A5,,,0 x 0,,,6,,,2,2,4,2,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=349&z=9tz
350,ANOVA uCity Square,A6,,,0 x 0,,,5,,,4,1,5,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=350&z=9tz
351,ANOVA uCity Square,A7,,,0 x 0,,,5,,,3,2,5,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=351&z=9tz
352,ANOVA uCity Square,A8,,,0 x 0,,,186,,,95,73,168,18,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=352&z=9tz
353,ANOVA uCity Square,B1,,,0 x 0,,,11,,,9,3,12,-1,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=353&z=9tz
354,ANOVA uCity Square,B2,,,0 x 0,,,22,,,12,10,22,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=354&z=9tz
355,ANOVA uCity Square,C1,,,0 x 0,,,5,,,4,1,5,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=355&z=9tz
356,ANOVA uCity Square,Not Selected,,,0 x 0,,,,,,,,,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=356&z=9tz
357,ANOVA uCity Square,S1,,,0 x 0,,,168,,,110,50,160,8,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=357&z=9tz
1,Campustown 1008 S. 4th,B1,2,1,2 x 1,,4,8,0,,5,3,8,0,$905,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=1&z=9tz
2,Campustown 1008 S. 4th,B2,2,1,2 x 1,,4,8,0,,4,5,9,-1,$945,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=2&z=9tz
3,Campustown 1008 S. 4th,B3,2,2,2 x 2,,5,10,0,,6,4,10,0,"$1,010",,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=3&z=9tz
4,Campustown 1008 S. 4th,B4,2,2,2 x 2,,1,2,0,,1,2,3,-1,"$1,040",,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=4&z=9tz
5,Campustown 1008 S. 4th,B5,2,2,2 x 2,,1,2,0,,2,,2,0,"$1,050",,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=5&z=9tz
6,Campustown 1008 S. 4th,C1,3,3,3 x 3,,4,12,0,,9,3,12,0,$835,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=6&z=9tz
7,Campustown 1008 S. 4th,D1,4,2,4 x 2,,4,16,0,,7,9,16,0,$785,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=7&z=9tz
8,Campustown 1008 S. 4th,D1 Balcony,4,2,4 x 2,,4,16,0,,12,4,16,0,$805,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=8&z=9tz
9,Campustown 1008 S. 4th,D2,4,4,4 x 4,,12,48,0,,32,16,48,0,$825,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=9&z=9tz
10,Campustown 1008 S. 4th,D3 Balcony,4,4,4 x 4,,3,12,0,,11,2,13,-1,$925,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=10&z=9tz
11,Campustown 1008 S. 4th,M1 Murphy,0,1,0 x 1,,4,4,0,,3,3,6,-2,"$1,075",,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=11&z=9tz
12,Campustown 1008 S. 4th,M1 Murphy Balcony,0,1,0 x 1,,12,12,0,,11,2,13,-1,"$1,095",,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=12&z=9tz
264,Campustown 1008 S. 4th,Not Selected,,,0 x 0,,,,0,,,,,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=264&z=9tz
13,Campustown 1008 S. 4th,S1,0,1,0 x 1,,4,4,0,,3,1,4,0,"$1,110",,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=13&z=9tz
14,Campustown 1008 S. 4th,S2,0,1,0 x 1,,4,4,0,,2,2,4,0,"$1,165",,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=14&z=9tz
26,Campustown 307 E. Daniel,D1,4,4,4 x 4,,10,40,0,,23,16,39,1,$825,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=26&z=9tz
266,Campustown 307 E. Daniel,xOLD - Not Selected,,,0 x 0,,,,0,,,,,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=266&z=9tz
27,Campustown 501 S. 6th,B1,2,2,2 x 2,,1,2,0,,,2,2,0,$950,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=27&z=9tz
28,Campustown 501 S. 6th,B2,2,2,2 x 2,,1,2,0,,,2,2,0,$990,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=28&z=9tz
29,Campustown 501 S. 6th,C1,3,2,3 x 2,,4,12,0,,12,,12,0,$820,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=29&z=9tz
30,Campustown 501 S. 6th,C2,3,2,3 x 2,,4,12,0,,9,3,12,0,$800,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=30&z=9tz
31,Campustown 501 S. 6th,D1,4,2,4 x 2,,4,16,0,,3,13,16,0,$795,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=31&z=9tz
32,Campustown 501 S. 6th,D2,4,2,4 x 2,,4,16,0,,8,9,17,-1,$785,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=32&z=9tz
33,Campustown 501 S. 6th,D3 Townhome,4,3,4 x 3,,1,4,0,,4,,4,0,$910,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=33&z=9tz
34,Campustown 501 S. 6th,E1 Townhome,5,4,5 x 4,,4,20,0,,9,13,22,-2,$855,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=34&z=9tz
35,Campustown 501 S. 6th,E2 Townhome,5,4,5 x 4,,4,20,0,,6,15,21,-1,$895,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=35&z=9tz
267,Campustown 501 S. 6th,xOLD - Not Selected,,,0 x 0,,,,0,,,,,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=267&z=9tz
36,Campustown 908 S. 1st,A1,1,1,1 x 1,,16,16,0,,13,4,17,-1,"$1,295",,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=36&z=9tz
38,Campustown 908 S. 1st,B1,2,1,2 x 1,,4,8,0,,6,2,8,0,$775,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=38&z=9tz
39,Campustown 908 S. 1st,B2,2,1,2 x 1,,8,16,0,,10,6,16,0,$795,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=39&z=9tz
40,Campustown 908 S. 1st,B3,2,2,2 x 2,,4,8,0,,6,2,8,0,$915,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=40&z=9tz
41,Campustown 908 S. 1st,D1,4,4,4 x 4,,4,16,0,,6,10,16,0,$750,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=41&z=9tz
43,Campustown 908 S. 1st,M1 Murphy,,,0 x 0,,,12,0,,8,5,13,-1,$975,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=43&z=9tz
44,Campustown 908 S. 1st,M1 Murphy Balcony,,,0 x 0,,,16,0,,12,5,17,-1,"$1,025",,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=44&z=9tz
45,Campustown 908 S. 1st,M2 Murphy,,,0 x 0,,,4,0,,4,,4,0,"$1,045",,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=45&z=9tz
37,Campustown 908 S. 1st,xOLD - A2,,,0 x 0,,,,0,,,,,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=37&z=9tz
42,Campustown 908 S. 1st,xOLD - M1 Balcony,,,0 x 0,,,,0,,,,,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=42&z=9tz
268,Campustown 908 S. 1st,xOLD - Not Selected,,,0 x 0,,,,0,,,,,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=268&z=9tz
63,Everly on The Loop,A1,1,1,1 x 1,,55,,0,,,,,0,"$1,650","$1,850",https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=63&z=9tz
64,Everly on The Loop,B1,2,2,2 x 2,,85,,0,,,,,0,"$1,175","$5,920",https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=64&z=9tz
65,Everly on The Loop,C1,3,,3 x 0,,24,,0,,,,,0,"$1,115","$2,220",https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=65&z=9tz
66,Everly on The Loop,C2,3,,3 x 0,,33,,0,,,,,0,"$1,095","$3,330",https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=66&z=9tz
67,Everly on The Loop,C3,3,,3 x 0,,10,,0,,,,,0,"$1,025","$1,110",https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=67&z=9tz
271,Everly on The Loop,Not Selected,,,0 x 0,,,,0,,,,,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=271&z=9tz
68,Everly on The Loop,Studio,0,1,0 x 1,,2,,0,,,,,0,"$1,625",,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=68&z=9tz
387,Life Tower,A1,,,0 x 0,,,,,,,,,0,"$1,594",$310,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=387&z=9tz
391,Life Tower,A2,,,0 x 0,,,,,,,,,0,"$1,689",$0,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=391&z=9tz
392,Life Tower,A3,,,0 x 0,,,,,,,,,0,"$1,680",$50,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=392&z=9tz
388,Life Tower,B1,,,0 x 0,,,,,,,,,0,"$1,108","$1,010",https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=388&z=9tz
393,Life Tower,B2,,,0 x 0,,,,,,,,,0,"$1,151",$60,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=393&z=9tz
390,Life Tower,B3,,,0 x 0,,,,,,,,,0,"$1,151",$210,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=390&z=9tz
394,Life Tower,D1,,,0 x 0,,,,,,,,,0,"$1,006",$260,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=394&z=9tz
395,Life Tower,D2,,,0 x 0,,,,,,,,,0,"$1,004",$30,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=395&z=9tz
396,Life Tower,D3,,,0 x 0,,,,,,,,,0,"$1,004",$240,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=396&z=9tz
397,Life Tower,Not Selected,,,0 x 0,,,,,,,,,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=397&z=9tz
389,Life Tower,S1,,,0 x 0,,,,,,,,,0,"$1,318",$790,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=389&z=9tz
398,Life Tower,S2,,,0 x 0,,,,,,,,,0,"$1,320",$40,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=398&z=9tz
399,Life Tower,S3,,,0 x 0,,,,,,,,,0,"$1,414",$10,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=399&z=9tz
182,River House,A1 Aerial,,,0 x 0,,,,0,,,,,0,"$2,310",,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=182&z=9tz
183,River House,A1 Terrace,,,0 x 0,,,,0,,,,,0,"$2,260",,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=183&z=9tz
184,River House,B1 Aerial,,,0 x 0,,,,0,,,,,0,"$1,535",,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=184&z=9tz
185,River House,"B1 Terrace, River View",,,0 x 0,,,,0,,,,,0,"$1,510",,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=185&z=9tz
186,River House,B2 Aerial,,,0 x 0,,,,0,,,,,0,"$1,535",,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=186&z=9tz
187,River House,B2 Terrace,,,0 x 0,,,,0,,,,,0,"$1,485",,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=187&z=9tz
188,River House,B3 Aerial,,,0 x 0,,,,0,,,,,0,"$1,550",,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=188&z=9tz
189,River House,"B3 Aerial, River View",,,0 x 0,,,,0,,,,,0,"$1,575",,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=189&z=9tz
190,River House,B3 Terrace,,,0 x 0,,,,0,,,,,0,"$1,500",,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=190&z=9tz
191,River House,"B3 Terrace, River View",,,0 x 0,,,,0,,,,,0,"$1,525",,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=191&z=9tz
192,River House,B4 Aerial,,,0 x 0,,,,0,,,,,0,"$1,705",,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=192&z=9tz
193,River House,"B4 Aerial, River View",,,0 x 0,,,,0,,,,,0,"$1,730",,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=193&z=9tz
194,River House,B4 Terrace,,,0 x 0,,,,0,,,,,0,"$1,655",,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=194&z=9tz
195,River House,"B4 Terrace, River View",,,0 x 0,,,,0,,,,,0,"$1,680",,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=195&z=9tz
196,River House,"B5 Terrace, River View",,,0 x 0,,,,0,,,,,0,"$1,940",,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=196&z=9tz
272,River House,Not Selected,,,0 x 0,,,,0,,,,,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=272&z=9tz
197,River House,S1 Aerial,,,0 x 0,,,,0,,,,,0,"$1,745",,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=197&z=9tz
198,River House,S1 Terrace,,,0 x 0,,,,0,,,,,0,"$1,695",,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=198&z=9tz
69,River House,xOLD - A1,,,0 x 0,,,,0,,,,,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=69&z=9tz
70,River House,xOLD - B1,,,0 x 0,,,,0,,,,,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=70&z=9tz
71,River House,xOLD - B2,,,0 x 0,,,,0,,,,,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=71&z=9tz
72,River House,xOLD - B3,,,0 x 0,,,,0,,,,,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=72&z=9tz
73,River House,xOLD - B4,,,0 x 0,,,,0,,,,,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=73&z=9tz
74,River House,xOLD - B5,,,0 x 0,,,,0,,,,,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=74&z=9tz
75,River House,xOLD - S1,,,0 x 0,,,,0,,,,,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=75&z=9tz
240,River House,xOLD - S1 1F ADA River View,0,1,0 x 1,,,,0,,,,,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=240&z=9tz
372,Shortbread Lofts,B1 (Not Selected),,,0 x 0,,,,,,,,,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=372&z=9tz
